0,1
-57.190002,19.508911
-47.272335,-17.736723
-63.230247,31.682793
7.01595,28.765251
-30.41793,-27.476076
-18.419104,-71.041695
-52.911556,20.031612
80.674416,11.085919
39.47126,45.02274
-63.76038,31.208961
-20.724224,-24.12764
-70.71447,20.234642
48.320896,-23.726969
-42.028362,20.38684
25.643856,22.4914
24.651077,-50.45992
-93.13142,13.183888
-40.61979,-20.565403
-55.712852,-43.777927
-3.0271337,34.439068
80.777725,-23.410809
-70.19695,5.6077123
-8.505502,-2.9961293
-11.586033,-25.16085
-19.830002,-6.343892
-29.932146,-25.895353
-34.9341,-22.707987
-38.39657,41.62968
40.312237,29.869568
-22.520918,-13.237652
33.4505,45.58898
43.938137,13.835366
-12.04128,2.9099631
-22.51923,22.270803
-39.42683,10.706182
-59.0927,18.511793
-18.581114,-2.3568966
-34.67258,-4.576896
-25.848948,-37.055046
-65.79261,4.9056115
-31.439783,-3.7162564
-18.464895,1.9441078
-17.782793,-70.61734
-69.54298,-10.544493
-64.31007,-23.364685
-59.29783,10.906172
-35.37618,-40.23072
-23.917486,-13.928674
41.8494,38.53946
-34.00683,6.9666524
-0.70967513,-2.950638
33.613136,44.34959
-0.22850978,60.57303
-9.167722,64.92319
-12.813778,-51.0773
-41.5168,7.490994
-70.40945,15.44231
-13.831177,70.10799
48.557693,-23.591545
-11.374956,-1.5487794
9.205664,16.24366
-65.96036,-5.522958
1.976568,0.9701454
57.989956,34.95668
-24.031553,9.107975
-81.256676,8.771567
-77.813644,23.414248
5.5968356,-10.772562
14.531231,39.60939
-6.771389,67.948586
-63.414165,-17.309061
14.418548,-55.71961
-8.9166,61.801514
-37.691303,-1.3567511
-65.775185,29.644232
-18.257746,64.70592
44.605877,-35.927567
38.09336,43.523674
-5.5320487,-2.0588257
0.9535404,-8.735577
-66.72384,31.028986
-65.73999,-5.6443834
-42.719902,-7.926643
-59.296173,19.959333
70.86609,24.927263
-18.351982,-69.46596
50.432034,-28.900692
0.7295083,-8.58309
8.456448,3.4870877
8.22049,-9.053839
0.8360524,21.378185
38.296852,50.864468
8.571221,3.6829338
72.05005,20.54379
42.727768,33.635967
45.402313,34.347603
72.19174,19.975319
88.31582,2.188963
42.427742,33.36892
57.843807,29.465466
-33.840908,4.2719183
-32.833305,3.8679733
-0.5470435,-9.5415325
-17.995867,-69.61717
70.17601,-8.575117
45.520462,-21.7694
73.8531,18.804363
75.76955,-8.78295
-24.266556,17.212072
33.805016,44.91262
-32.86644,12.794458
29.489138,60.54307
-24.277313,1.9957503
57.726337,29.29708
-81.102,6.8185806
-20.877491,5.0808616
-6.588957,-10.348186
-93.02981,6.5262747
12.126933,-61.706676
-16.731833,-30.878265
-32.067657,25.532814
-8.67181,62.192852
-46.51051,30.864876
68.092094,-0.08693912
15.11547,-41.916096
-4.088759,-23.456448
85.67516,-2.3469253
-5.0998487,58.008545
66.74897,23.579765
-82.59852,1.5529753
-56.009518,-20.564686
-63.160606,11.804976
32.289745,-10.3756075
-53.784904,25.535732
-30.926445,7.0381804
49.28993,-29.716269
-32.983326,-12.442693
-27.853634,-17.272047
-61.84809,19.6147
97.07691,-14.078728
11.162424,30.487652
0.9356729,-6.7809277
0.34557936,-10.211666
-18.97325,-69.72093
54.013344,29.451357
23.541656,-48.23557
-2.02784,-55.80568
-72.58204,-19.06583
-6.2986693,67.697716
22.151777,-35.628643
-25.101404,-13.400057
46.051846,-23.756334
98.18588,0.47873107
1.2115333,-9.490234
30.499878,-22.06147
22.67126,-29.06527
-2.2035668,64.33344
42.797012,33.70385
80.01114,14.541846
-52.38806,29.0914
-39.98,-19.072071
-80.507774,0.5290784
-5.9708986,68.12626
64.47877,-8.1812935
42.677963,-25.291576
71.83098,-3.0019217
-19.431404,38.33266
49.704746,16.303312
